Commit URL	Refactoring Type	Description	Relationship Type	CST Node before	CST Node After	Expected?	RefDiff 2.0	RefDiff 1.0	RMiner	Evaluators	Evaluators' classification
https://github.com/icse18-refactorings/intellij-community/commit/a97341973c3b683d62d1422e5404ed5c7ccf45f8	Extract Method	Extract Method getOldName() extracted from bindToElement(PsiElement) in class org.jetbrains.plugins.javaFX.fxml.refs.FxmlReferencesContributor.MyJavaClassReferenceProvider.JavaClassReferenceWrapper				T	FN	FN	FN	Gustavo/Ricardo	TP/FP
https://github.com/icse18-refactorings/intellij-community/commit/a97341973c3b683d62d1422e5404ed5c7ccf45f8	Extract Method	Extract Method getOldName() extracted from handleElementRename(String) in class org.jetbrains.plugins.javaFX.fxml.refs.FxmlReferencesContributor.MyJavaClassReferenceProvider.JavaClassReferenceWrapper				T	FN	FN	FN	Gustavo/Ricardo	TP/FP
https://github.com/icse18-refactorings/intellij-community/commit/a97341973c3b683d62d1422e5404ed5c7ccf45f8	Extract Method	Extract Method private setNewName(newText String) : PsiElement extracted from public bindToElement(element PsiElement) : PsiElement in class org.jetbrains.plugins.javaFX.fxml.refs.FxmlReferencesContributor.MyJavaClassReferenceProvider.JavaClassReferenceWrapper				T	FN	TP	TP		
https://github.com/icse18-refactorings/intellij-community/commit/a97341973c3b683d62d1422e5404ed5c7ccf45f8	Extract Method	Extract Method private setNewName(newText String) : PsiElement extracted from public handleElementRename(newElementName String) : PsiElement in class org.jetbrains.plugins.javaFX.fxml.refs.FxmlReferencesContributor.MyJavaClassReferenceProvider.JavaClassReferenceWrapper				T	FN	TP	TP		
https://github.com/icse18-refactorings/sonarqube/commit/06fa57185cba7304c69a7d6c792a15f2632e3e02	Move Class	Move Class org.sonar.server.computation.measure.Measure.QualityGateStatus moved to org.sonar.server.computation.measure.QualityGateStatus	MOVE	{Class QualityGateStatus at server/sonar-server/src/main/java/org/sonar/server/computation/measure/Measure.java:63}	{Class QualityGateStatus at server/sonar-server/src/main/java/org/sonar/server/computation/measure/QualityGateStatus.java:29})	T	TP	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Class	Move Class io.undertow.util.PredicateTokeniser.Token moved to io.undertow.server.handlers.builder.PredicatedHandlersParser.Token	MOVE	{Class Token at core/src/main/java/io/undertow/util/PredicateTokeniser.java:141}	{Class Token at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:933})	T	TP	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method private coerceToType(string String, token Token, type Class<?>, attributeParser ExchangeAttributeParser) : Object from class io.undertow.predicate.PredicateParser to private coerceToType(string String, token Token, type Class<?>, attributeParser ExchangeAttributeParser) : Object from class io.undertow.server.handlers.builder.PredicatedHandlersParser				T	FN	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method private collapseOutput(token Object, tokens Deque) : Node from class io.undertow.predicate.PredicateParser to private collapseOutput(token Node, tokens Deque) : Node from class io.undertow.server.handlers.builder.PredicatedHandlersParser				T	FN	TP	FN		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method private handleSingleArrayValue(string String, builder PredicateBuilder, tokens Deque, token Token, attributeParser ExchangeAttributeParser, endChar String) : Node from class io.undertow.predicate.PredicateParser to private handleSingleArrayValue(string String, builder Token, tokens Deque, endChar String) : Node from class io.undertow.server.handlers.builder.PredicatedHandlersParser	MOVE	{Method handleSingleArrayValue(String, PredicateBuilder, Deque, Token, ExchangeAttributeParser, String) at core/src/main/java/io/undertow/predicate/PredicateParser.java:273}	{Method handleSingleArrayValue(String, Token, Deque, String) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:525})	T	TP	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method private isOperator(op String) : boolean from class io.undertow.predicate.PredicateParser to private isOperator(op String) : boolean from class io.undertow.server.handlers.builder.PredicatedHandlersParser				T	FN	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method private isSpecialChar(token String) : boolean from class io.undertow.predicate.PredicateParser to private isSpecialChar(token String) : boolean from class io.undertow.server.handlers.builder.PredicatedHandlersParser				T	FN	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method package parse(string String, tokens Deque, builders Map, attributeParser ExchangeAttributeParser) : Predicate from class io.undertow.predicate.PredicateParser to package parse(string String, tokens Deque, topLevel boolean) : Node from class io.undertow.server.handlers.builder.PredicatedHandlersParser	MOVE	{Method parse(String, Deque, Map, ExchangeAttributeParser) at core/src/main/java/io/undertow/predicate/PredicateParser.java:98}	{Method parse(String, Deque, boolean) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:325})	T	TP	TP	FN		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method private precedence(operator String) : int from class io.undertow.predicate.PredicateParser to private precedence(operator String) : int from class io.undertow.server.handlers.builder.PredicatedHandlersParser				T	FN	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method private readArrayType(string String, tokens Deque, paramName Token, builder PredicateBuilder, attributeParser ExchangeAttributeParser, expectedEndToken String) : Object from class io.undertow.predicate.PredicateParser to private readArrayType(string String, paramName String, value ArrayNode, parser ExchangeAttributeParser, type Class) : Object from class io.undertow.server.handlers.builder.PredicatedHandlersParser				T	FN	TP	FN		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method private coerceToType(string String, token Token, type Class<?>, attributeParser ExchangeAttributeParser) : Object from class io.undertow.server.handlers.builder.HandlerParser to private coerceToType(string String, token Token, type Class<?>, attributeParser ExchangeAttributeParser) : Object from class io.undertow.server.handlers.builder.PredicatedHandlersParser	MOVE	{Method coerceToType(String, Token, Class, ExchangeAttributeParser) at core/src/main/java/io/undertow/server/handlers/builder/HandlerParser.java:256}	{Method coerceToType(String, Token, Class, ExchangeAttributeParser) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:256})	T	TP	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method private handleSingleArrayValue(string String, builder HandlerBuilder, tokens Deque, token Token, attributeParser ExchangeAttributeParser, endChar String, last Token) : HandlerWrapper from class io.undertow.server.handlers.builder.HandlerParser to private handleSingleArrayValue(string String, builder Token, tokens Deque, endChar String) : Node from class io.undertow.server.handlers.builder.PredicatedHandlersParser				T	FN	TP	FN		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method private isOperator(op String) : boolean from class io.undertow.server.handlers.builder.HandlerParser to private isOperator(op String) : boolean from class io.undertow.server.handlers.builder.PredicatedHandlersParser	MOVE	{Method isOperator(String) at core/src/main/java/io/undertow/server/handlers/builder/HandlerParser.java:303}	{Method isOperator(String) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:577})	T	TP	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method private isSpecialChar(token String) : boolean from class io.undertow.server.handlers.builder.HandlerParser to private isSpecialChar(token String) : boolean from class io.undertow.server.handlers.builder.PredicatedHandlersParser	MOVE	{Method isSpecialChar(String) at core/src/main/java/io/undertow/server/handlers/builder/HandlerParser.java:307}	{Method isSpecialChar(String) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:581})	T	TP	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method private precedence(operator String) : int from class io.undertow.server.handlers.builder.HandlerParser to private precedence(operator String) : int from class io.undertow.server.handlers.builder.PredicatedHandlersParser	MOVE	{Method precedence(String) at core/src/main/java/io/undertow/server/handlers/builder/HandlerParser.java:291}	{Method precedence(String) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:563})	T	TP	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method private readArrayType(string String, tokens Deque, paramName Token, builder HandlerBuilder, attributeParser ExchangeAttributeParser, expectedEndToken String, last Token) : Object from class io.undertow.server.handlers.builder.HandlerParser to private readArrayType(string String, paramName String, value ArrayNode, parser ExchangeAttributeParser, type Class) : Object from class io.undertow.server.handlers.builder.PredicatedHandlersParser				T	FN	TP	FN		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method package tokenize(string String) : Deque<Token> from class io.undertow.server.handlers.builder.HandlerParser to public tokenize(string String) : Deque<Token> from class io.undertow.server.handlers.builder.PredicatedHandlersParser				T	FN	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method public error(string String, pos int, reason String) : IllegalStateException from class io.undertow.util.PredicateTokeniser to public error(string String, pos int, reason String) : IllegalStateException from class io.undertow.server.handlers.builder.PredicatedHandlersParser	MOVE	{Method error(String, int, String) at core/src/main/java/io/undertow/util/PredicateTokeniser.java:165}	{Method error(String, int, String) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:706})	T	TP	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Move Method	Move Method public tokenize(string String) : Deque from class io.undertow.util.PredicateTokeniser to public tokenize(string String) : Deque from class io.undertow.server.handlers.builder.PredicatedHandlersParser	MOVE	{Method tokenize(String) at core/src/main/java/io/undertow/util/PredicateTokeniser.java:35}	{Method tokenize(String) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:599})	T	TP	TP	FN		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Extract Method	Extract Method private handleLineEnd(string String, operatorStack Deque, output Deque, blocks List) : void extracted from package parse(string String, tokens Deque, builders Map, attributeParser ExchangeAttributeParser) : Predicate in class io.undertow.predicate.PredicateParser	EXTRACT_MOVE	{Method parse(String, Deque, Map, ExchangeAttributeParser) at core/src/main/java/io/undertow/predicate/PredicateParser.java:98}	{Method handleLineEnd(String, Deque, Deque, List) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:393})	T	TP	TP	FN		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Extract Method	Extract Method public parsePredicate(string String, classLoader ClassLoader) : Predicate extracted from public parse(string String, classLoader ClassLoader) : Predicate in class io.undertow.predicate.PredicateParser	EXTRACT_MOVE	{Method parse(String, ClassLoader) at core/src/main/java/io/undertow/predicate/PredicateParser.java:70}	{Method parsePredicate(String, ClassLoader) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:94})	T	TP	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Extract Method	Extract Method private readArrayType(string String, tokens Deque, expectedEndToken String) : List extracted from private handleSingleArrayValue(string String, builder PredicateBuilder, tokens Deque, token Token, attributeParser ExchangeAttributeParser, endChar String) : Node in class io.undertow.predicate.PredicateParser				F	TN	FP	TN		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Extract Method	Extract Method public addPredicatedHandler(predicate Predicate, handlerWrapper HandlerWrapper, elseBranch HandlerWrapper) : PredicatesHandler extracted from public addPredicatedHandler(predicate Predicate, handlerWrapper HandlerWrapper) : PredicatesHandler in class io.undertow.predicate.PredicatesHandler	EXTRACT	{Method addPredicatedHandler(Predicate, HandlerWrapper) at core/src/main/java/io/undertow/predicate/PredicatesHandler.java:94}	{Method addPredicatedHandler(Predicate, HandlerWrapper, HandlerWrapper) at core/src/main/java/io/undertow/predicate/PredicatesHandler.java:118})	T	TP	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Extract Method	Extract Method public parseHandler(string String, classLoader ClassLoader) : HandlerWrapper extracted from public parse(string String, classLoader ClassLoader) : HandlerWrapper in class io.undertow.server.handlers.builder.HandlerParser	EXTRACT_MOVE	{Method parse(String, ClassLoader) at core/src/main/java/io/undertow/server/handlers/builder/HandlerParser.java:61}	{Method parseHandler(String, ClassLoader) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:102})	T	TP	TP	TP		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Extract Method	Extract Method private handleNode(contents String, node Node, predicateBuilders Map, handlerBuilders Map, attributeParser ExchangeAttributeParser) : List extracted from public parse(contents String, classLoader ClassLoader) : List in class io.undertow.server.handlers.builder.PredicatedHandlersParser				F	TN	FP	TN		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Extract Method	Extract Method private loadHandlerBuilders(classLoader ClassLoader) : Map extracted from public parse(contents String, classLoader ClassLoader) : List in class io.undertow.server.handlers.builder.PredicatedHandlersParser				F	TN	FP	TN		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Extract Method	Extract Method private loadPredicateBuilders(classLoader ClassLoader) : Map extracted from public parse(contents String, classLoader ClassLoader) : List in class io.undertow.server.handlers.builder.PredicatedHandlersParser				F	TN	FP	TN		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Extract Method	Extract Method package parse(string String, tokens Deque) : Node extracted from public parse(contents String, classLoader ClassLoader) : List in class io.undertow.server.handlers.builder.PredicatedHandlersParser	EXTRACT	{Method parse(String, ClassLoader) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:67}	{Method parse(String, Deque) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:321})	F	FP	FP	TN		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Inline Method	Inline Method public parse(string String, tokens Deque, classLoader ClassLoader) : Predicate inlined to public parse(contents String, classLoader ClassLoader) : List in class io.undertow.server.handlers.builder.PredicatedHandlersParser				T	FN	TP	FN		
https://github.com/icse18-refactorings/undertow/commit/d5b2bb8cd1393f1c5a5bb623e3d8906cd57e53c4	Inline Method	Inline Method precedence(String) inlined to parse(String,Deque,boolean) in class io.undertow.server.handlers.builder.PredicatedHandlersParser	INLINE	{Method precedence(String) at core/src/main/java/io/undertow/predicate/PredicateParser.java:380}	{Method parse(String, Deque, boolean) at core/src/main/java/io/undertow/server/handlers/builder/PredicatedHandlersParser.java:325})	F	FP	TN	TN	Gustavo/Ricardo	FP/FP
https://github.com/icse18-refactorings/spring-data-rest/commit/b7cba6a700d8c5e456cdeffe9c5bf54563eab7d3	Push Down Method	Push Down Method expectedRootLinkRels() from class org.springframework.data.rest.webmvc.AbstractWebIntegrationTests to expectedRootLinkRels() from class org.springframework.data.rest.webmvc.CommonWebTests	PUSH_DOWN	{Method expectedRootLinkRels() at spring-data-rest-webmvc/src/test/java/org/springframework/data/rest/webmvc/AbstractWebIntegrationTests.java:239}	{Method expectedRootLinkRels() at spring-data-rest-webmvc/src/test/java/org/springframework/data/rest/webmvc/CommonWebTests.java:51})	T	TP	FN	FN	Gustavo/Ricardo	TP/TP
https://github.com/icse18-refactorings/spring-data-rest/commit/b7cba6a700d8c5e456cdeffe9c5bf54563eab7d3	Extract Method	Extract Method protected setupMockMvc() : void extracted from public setUp() : void in class org.springframework.data.rest.webmvc.AbstractWebIntegrationTests	EXTRACT	{Method setUp() at spring-data-rest-webmvc/src/test/java/org/springframework/data/rest/webmvc/AbstractWebIntegrationTests.java:75}	{Method setupMockMvc() at spring-data-rest-webmvc/src/test/java/org/springframework/data/rest/webmvc/AbstractWebIntegrationTests.java:81})	T	TP	FN	TP		
https://github.com/icse18-refactorings/checkstyle/commit/5a9b7249e3d092a78ac8e7d48aeeb62bf1c44e20	Extract Method	Extract Method private processField(ast DetailAST, parentType int) : void extracted from private processIDENT(ast DetailAST) : void in class com.puppycrawl.tools.checkstyle.checks.coding.RequireThisCheck	EXTRACT	{Method processIDENT(DetailAST) at src/main/java/com/puppycrawl/tools/checkstyle/checks/coding/RequireThisCheck.java:127}	{Method processField(DetailAST, int) at src/main/java/com/puppycrawl/tools/checkstyle/checks/coding/RequireThisCheck.java:157})	T	TP	TP	TP		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Move Method	Move Method public notifyHalt() : void from class org.drools.core.common.DefaultAgenda to public notifyHalt() : void from class org.drools.core.phreak.SynchronizedBypassPropagationList				T	FN	TP	TP		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Move Method	Move Method notifyHalt() from class org.drools.core.common.InternalAgenda to notifyHalt() from class org.drools.core.common.InternalWorkingMemory	MOVE	{Method notifyHalt() at drools-core/src/main/java/org/drools/core/common/InternalAgenda.java:240}	{Method notifyHalt() at drools-core/src/main/java/org/drools/core/common/InternalWorkingMemory.java:219})	F	FP	TN	TN	Gustavo/Ricardo	FP/FP
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Move Method	Move Method public notifyHalt() : void from class org.drools.reteoo.common.ReteAgenda to public notifyHalt() : void from class org.drools.core.phreak.SynchronizedBypassPropagationList				T	FN	TP	TP		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Rename Method	Rename Method public addActivation(item AgendaItem, notify boolean) : void renamed to public fireTimedActivation(activation Activation) : boolean in class org.drools.core.common.DefaultAgenda				F	TN	FP	TN		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Rename Method	Rename Method public requiresImmediateFlushingIfNotFiring() : boolean renamed to public requiresImmediateFlushing() : boolean in class org.drools.core.phreak.PhreakTimerNode.TimerAction	RENAME	{Method requiresImmediateFlushingIfNotFiring() at drools-core/src/main/java/org/drools/core/phreak/PhreakTimerNode.java:390}	{Method requiresImmediateFlushing() at drools-core/src/main/java/org/drools/core/phreak/PhreakTimerNode.java:389})	T	TP	TP	TP		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Rename Method	Rename Method public requiresImmediateFlushingIfNotFiring() : boolean renamed to public requiresImmediateFlushing() : boolean in class org.drools.core.phreak.PropagationEntry.AbstractPropagationEntry	RENAME	{Method requiresImmediateFlushingIfNotFiring() at drools-core/src/main/java/org/drools/core/phreak/PropagationEntry.java:40}	{Method requiresImmediateFlushing() at drools-core/src/main/java/org/drools/core/phreak/PropagationEntry.java:40})	T	TP	TP	TP		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Rename Method	Rename Method public isHighestSalience(nextRule RuleAgendaItem) : boolean renamed to private isHigherSalience(nextRule RuleAgendaItem) : boolean in class org.drools.core.phreak.RuleExecutor	RENAME	{Method isHighestSalience(RuleAgendaItem) at drools-core/src/main/java/org/drools/core/phreak/RuleExecutor.java:236}	{Method isHigherSalience(RuleAgendaItem) at drools-core/src/main/java/org/drools/core/phreak/RuleExecutor.java:224})	T	TP	TP	TP		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Rename Method	Rename Method private internalFlush() : void renamed to public flush(workingMemory InternalWorkingMemory, currentHead PropagationEntry) : void in class org.drools.core.phreak.SynchronizedPropagationList	RENAME	{Method internalFlush() at drools-core/src/main/java/org/drools/core/phreak/SynchronizedPropagationList.java:53}	{Method flush(InternalWorkingMemory, PropagationEntry) at drools-core/src/main/java/org/drools/core/phreak/SynchronizedPropagationList.java:75})	F	FP	FP	TN		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Rename Method	Rename Method public executeIfNotFiring(task Runnable) : boolean renamed to public executeTask(executable ExecutableEntry) : void in class org.drools.reteoo.common.ReteAgenda				T	FN	TP	FN		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Extract Method	Extract Method protected initPriorityQueue(kBase InternalKnowledgeBase) : BinaryHeapQueue extracted from public AgendaGroupQueueImpl(name String, kBase InternalKnowledgeBase) in class org.drools.core.common.AgendaGroupQueueImpl	EXTRACT	{Method new(String, InternalKnowledgeBase) at drools-core/src/main/java/org/drools/core/common/AgendaGroupQueueImpl.java:68}	{Method initPriorityQueue(InternalKnowledgeBase) at drools-core/src/main/java/org/drools/core/common/AgendaGroupQueueImpl.java:77})	T	TP	TP	TP		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Extract Method	Extract Method isFiring() extracted from fireAllRules(AgendaFilter,int) in class org.drools.core.common.DefaultAgenda	EXTRACT_MOVE	{Method fireAllRules(AgendaFilter, int) at drools-core/src/main/java/org/drools/core/common/DefaultAgenda.java:1283}	{Method isFiring() at drools-core/src/main/java/org/drools/core/common/DefaultAgenda.java:144})	F	FP	TN	TN	Gustavo/Danilo	FP/FP
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Extract Method	Extract Method private waitAndEnterExecutionState(newState ExecutionState) : void extracted from public fireUntilHalt(agendaFilter AgendaFilter) : void in class org.drools.core.common.DefaultAgenda				F	TN	FP	TN		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Extract Method	Extract Method private haltRuleFiring(fireCount int, fireLimit int, localFireCount int, agenda InternalAgenda) : boolean extracted from private fire(wm InternalWorkingMemory, filter AgendaFilter, fireCount int, fireLimit int, outerStack LinkedList, agenda InternalAgenda) : int in class org.drools.core.phreak.RuleExecutor				F	TN	TN	FP		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Extract Method	Extract Method private internalAddEntry(entry PropagationEntry) : void extracted from public addEntry(entry PropagationEntry) : void in class org.drools.core.phreak.SynchronizedPropagationList	EXTRACT	{Method addEntry(PropagationEntry) at drools-core/src/main/java/org/drools/core/phreak/SynchronizedPropagationList.java:17}	{Method internalAddEntry(PropagationEntry) at drools-core/src/main/java/org/drools/core/phreak/SynchronizedPropagationList.java:37})	T	TP	TP	TP		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Extract Method	Extract Method public takeAll() : PropagationEntry extracted from public flush() : void in class org.drools.core.phreak.SynchronizedPropagationList				F	TN	FP	TN		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Extract Method	Extract Method public add(handle EventFactHandle) : void extracted from public assertFact(context Object, fact InternalFactHandle, pctx PropagationContext, workingMemory InternalWorkingMemory) : boolean in class org.drools.core.rule.SlidingTimeWindow	EXTRACT_MOVE	{Method assertFact(Object, InternalFactHandle, PropagationContext, InternalWorkingMemory) at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:119}	{Method add(EventFactHandle) at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:268})	T	TP	TP	FN		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Extract Method	Extract Method public peek() : EventFactHandle extracted from public assertFact(context Object, fact InternalFactHandle, pctx PropagationContext, workingMemory InternalWorkingMemory) : boolean in class org.drools.core.rule.SlidingTimeWindow	EXTRACT_MOVE	{Method assertFact(Object, InternalFactHandle, PropagationContext, InternalWorkingMemory) at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:119}	{Method peek() at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:276})	T	TP	TP	FN		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Extract Method	Extract Method public peek() : EventFactHandle extracted from public expireFacts(context Object, pctx PropagationContext, workingMemory InternalWorkingMemory) : void in class org.drools.core.rule.SlidingTimeWindow	EXTRACT_MOVE	{Method expireFacts(Object, PropagationContext, InternalWorkingMemory) at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:168}	{Method peek() at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:276})	T	TP	TP	FN		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Extract Method	Extract Method public peek() : EventFactHandle extracted from public retractFact(context Object, fact InternalFactHandle, pctx PropagationContext, workingMemory InternalWorkingMemory) : void in class org.drools.core.rule.SlidingTimeWindow	EXTRACT_MOVE	{Method retractFact(Object, InternalFactHandle, PropagationContext, InternalWorkingMemory) at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:143}	{Method peek() at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:276})	T	TP	TP	FN		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Extract Method	Extract Method public poll() : EventFactHandle extracted from public retractFact(context Object, fact InternalFactHandle, pctx PropagationContext, workingMemory InternalWorkingMemory) : void in class org.drools.core.rule.SlidingTimeWindow	EXTRACT_MOVE	{Method retractFact(Object, InternalFactHandle, PropagationContext, InternalWorkingMemory) at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:143}	{Method poll() at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:280})	T	TP	TP	FN		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Extract Method	Extract Method public remove() : EventFactHandle extracted from public expireFacts(context Object, pctx PropagationContext, workingMemory InternalWorkingMemory) : void in class org.drools.core.rule.SlidingTimeWindow	EXTRACT_MOVE	{Method expireFacts(Object, PropagationContext, InternalWorkingMemory) at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:168}	{Method remove() at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:284})	T	TP	TP	FN		
https://github.com/icse18-refactorings/drools/commit/1bf2875e9d73e2d1cd3b58200d5300485f890ff5	Extract Method	Extract Method public remove(handle EventFactHandle) : void extracted from public retractFact(context Object, fact InternalFactHandle, pctx PropagationContext, workingMemory InternalWorkingMemory) : void in class org.drools.core.rule.SlidingTimeWindow	EXTRACT_MOVE	{Method retractFact(Object, InternalFactHandle, PropagationContext, InternalWorkingMemory) at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:143}	{Method remove(EventFactHandle) at drools-core/src/main/java/org/drools/core/rule/SlidingTimeWindow.java:272})	T	TP	TP	FN		
