tool	project	commit	time	files
RefDiff	hive	5f78f9ef1e6c798849d34cc66721e6c1d9709b6f	313	4
RefDiff	hive	abe6cd5d4614eb2ae3a78d85196f4d786d5886bd	141	4
RefDiff	structr	6c59050b8b03adf6d8043f3fb7add0496f447edf	78	2
RefDiff	Signal-Android	99528dcc3b4a82b5e52a87d3e7aed5c6479028c7	313	27
RefDiff	java-algorithms-implementation	ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9	375	4
RefDiff	blueflood	fce2d1f07c14bbac286e16ec666fd4bf26abd43d	2438	372
RefDiff	buck	84b7b3974ae8171a4de2f804eb94fcd1d6cd6647	94	4
RefDiff	buck	d49765899cb9df6781fff9773ffc244b5167351c	140	6
RefDiff	buck	cfea606b129dbfc5703eb279d4803185afc99c58	156	17
RefDiff	bitcoinj	1d96e1ad1dca6e2151603e10515bb04f0c2730fc	157	8
RefDiff	bitcoinj	a6601066ddc72ef8e71c46c5a51e1252ea0a1af5	672	38
RefDiff	bitcoinj	2fd96c777164dd812e8b5a4294b162889601df1d	234	12
RefDiff	jersey	fab1516773d50bf86d9cc37e2f6db13496f0ecae	296	30
RefDiff	giraph	add1d4f07c925b8a9044cb3aa5bb4abdeaf49fc7	110	5
RefDiff	cassandra	f797bfa4da53315b49f8d97b784047f33ba1bf5f	1548	82
RefDiff	spring-data-neo4j	071588a418dbc743e0f7dbfe218cd8a6c0f97421	578	165
RefDiff	mockito	7f20e63a7252f33c888085134d16ee8bf45f183f	453	116
RefDiff	drill	3f0d9221d3f96c20db10e868cc33c2e972318ba6	94	6
RefDiff	drill	00aa01fb90f3210d1e3027d7f759fb1085b814bd	531	34
RefDiff	aws-sdk-java	4baf0a4de8d03022df48d696d210cc8b3117d38a	10563	647
RefDiff	gwt	22fb2c9c6974bd1fe0f6ff684f52e6cfbed1a387	563	22
RefDiff	libgdx	2bd1557bc293cb8c2348374771aad832befbe26f	94	4
RefDiff	sonarqube	0d9fcaa4415ee996e423a97cfe0d965586ca59a5	62	2
RefDiff	neo4j	d3533c1a0716ca114d294b3ea183504c9725698f	859	79
RefDiff	buck	be292763b8c4cb09988023d6081b0a2d57b4c778	125	8
RefDiff	fabric8	e068eb7f484f24dee285d29b8a910d9019592020	156	3
RefDiff	drill	c1b847acdc8cb90a1498b236b3bb5c81ca75c044	453	32
RefDiff	BroadleafCommerce	abba5d83602c7ae23901bd579ba9fbb7dc36adc0	328	15
RefDiff	xabber-android	faaf826e901f43d1b46105b18e655eb120f3ffef	78	5
RefDiff	facebook-android-sdk	e813a0be86c87366157a0201e6c61662cadee586	1484	129
RefDiff	killbill	4b5b74b6467a28fb9b7712f8091e4aa61c2d64b6	157	12
RefDiff	voltdb	e58c9c3eef4c6e44b21a97cfbd2862bb2eb4627a	156	20
RefDiff	java-driver	9de5f0d408f861455716b8410fd53f62b360787d	141	6
RefDiff	intellij-community	8d7a26edd1fedb9505b4f2b4fe57b2d2958b4dd9	250	2
RefDiff	RedReader	51b8b0e1ad4be1b137d67774eab28dc0ef52cb0a	218	20
RefDiff	testng	b5cf7a0252c8b0465c4dbd906717f7a12e26e6f8	63	6
RefDiff	spring-data-jpa	c13f3469e1d64ec97b11f0509e45f9c3fa8ff88a	156	8
RefDiff	ratpack	2581441eda268c45306423dd4c515514d98a14a0	125	11
RefDiff	deeplearning4j	d4992887291cc0a7eeda87ad547fa9e1e7fda41c	188	4
RefDiff	zookeeper	3fd77b419673ce6ec41e06cdc27558b1d8f4ca06	250	24
RefDiff	AntennaPod	c64217e2b485f3c6b997a55b1ef910c8b72779d3	203	7
RefDiff	gradle	79c66ceab11dae0b9fd1dade7bb4120028738705	172	14
RefDiff	gradle	0e7345a9c10863dca9217ad902b825db50fed01f	219	26
RefDiff	AndroidAsync	1bc7905b07821f840068089343e6b77a8686d1ab	125	4
RefDiff	hive	102b23b16bf26cbf439009b4b95542490a082710	680	28
RefDiff	hive	7eb3567e7880511b76b8b65e8eb7d373927f2fb6	297	6
RefDiff	spring-boot	1e464da2480568014a87dd0bac6febe63a76c889	343	25
RefDiff	rstudio	229d1b60c03a3f8375451c68a6911660a3993777	204	12
RefDiff	presto	364f50274d4b4b83d40930c0d2c4d0e57fb34589	640	43
RefDiff	Activiti	53036cece662f9c796d2a187b0077059c3d9088a	203	17
RefDiff	jackson-databind	cfe88fe3fbcc6b02ca55cee7b1f4ab13e249edea	125	3
RefDiff	jbpm	83cfa21578e63956bca0715eefee2860c3b6d39a	110	2
RefDiff	jbpm	a739d16d301f0e89ab0b9dfa56b4585bbad6b793	250	10
RefDiff	cassandra	35668435090eb47cf8c5e704243510b6cee35a7b	875	49
RefDiff	gradle	527ac38334000e105daacb2aca25cb345d77c01e	125	8
RefDiff	WordPress-Android	9dc3cbd59a20f03406f295a4a8f3b8676dbc939e	93	8
RefDiff	graylog2-server	767171c90110c4c5781e8f6d19ece1fba0d492e9	188	8
RefDiff	graylog2-server	f05e86c4d31987ff2f30330745c3eb605de4c4dc	78	6
RefDiff	hive	d69e5cb21c04d9eede314aaa9ad059fc603fb025	343	15
RefDiff	neo4j	d1a6ae2a16ba1d53b1de02eea8745d67c6a1a005	141	10
RefDiff	neo4j	8d9bedbf96b14beb027ebc1338bc6d5750e1feb5	2093	150
RefDiff	cordova-plugin-local-notifications	51f498a96b2fa1822e392027982c20e950535fd1	2638	107
RefDiff	realm-java	9b5b10a0c254017a48651771029f4dfc0a61bcfa	203	16
RefDiff	android_frameworks_base	3f2a0e7629d032712ab38ab1431cd0a9d91d4db6	1610	6
RefDiff	orientdb	0a1ff849ec7709be8553383fe9c2c7301980dde0	187	18
RefDiff	wire	85a690e3cdbbb8447342eefdf690e22ad1b33e02	313	34
RefDiff	MPS	fe6653db5fb9f1a25d5ee30e4d5d54ccdaba65fa	141	14
RefDiff	jboss-eap-quickstarts	983e0e0e22ab5bd2c6ea44235518057ea45dcca9	62	4
RefDiff	android_frameworks_base	4587c32ab8a1c8e2169e4f93491a8c927216a6ab	63	2
RefDiff	orientdb	f50f234b24e6ada29c82ce57830118508bf55d51	2078	147
RefDiff	voltdb	05bd8ecda456e0901ef7375b9ff7b120ae668eca	203	24
RefDiff	hazelcast	c00275e7f85c8a9af5785f66cc0f75dc027b6cb6	141	18
RefDiff	wildfly	c0f8a7f2b4341601df63c5470f41f157dbd83781	125	14
RefDiff	Signal-Android	fa62b9bde224341e0c2d43c0694fc10c4df7336f	188	9
RefDiff	truth	1768840bf1e69892fd2a23776817f620edfed536	125	3
RefDiff	truth	200f1577d238a6d3fbcf99cb2a2585b2071214a6	93	4
RefDiff	gh4a	b8fffb706258db4c4d2f608d8e8dad9312e2230d	141	14
RefDiff	dmix	885771d57c97bd2dd48951e8aeaaa87ceb87532b	47	2
RefDiff	spring-data-mongodb	3224fa8ce7e0079d6ad507e17534cdf01f758876	171	4
RefDiff	guava	5bab9e837cf273250aa26702204f139fdcfd9e7a	125	4
RefDiff	Aeron	4b762c2c70f06b0c5d2cd85866424c46478c827b	235	18
RefDiff	spring-data-jpa	36d1b0717bc5836bba39985caadc2df5f2533ac4	172	17
RefDiff	drill	b2bbd9941be6b132a83d27c0ae02c935e1dec5dd	484	21
RefDiff	deeplearning4j	3325f5ccd23f8016fa28a24f878b54f1918546ed	78	2
RefDiff	cucumber-jvm	0e815f3e1339f91960c7c64ab395de6dd8ff9eec	671	61
RefDiff	hibernate-orm	44a02e5efc39c6953ca6dd631669d91293ab67f6	359	45
RefDiff	hibernate-orm	2f1b67b03f6c48aa189d7478e16ed0dcf8d50af8	500	64
RefDiff	gradle	f394599bf1423be0be2d5822ed7f1271d2841225	62	2
RefDiff	gradle	36ccb0f5c6771ff4be87a282560c090447520b66	219	26
RefDiff	gradle	b1fb1192daa1647b0bd525600dd41063765eca70	78	6
RefDiff	gradle	ba1da95200d080aef6251f13ced0ca67dff282be	78	9
RefDiff	crate	d5f10a4958f5e870680be906689d92d1efb42480	250	18
RefDiff	infinispan	35b6c869546a7968b6fd2f640add6eea87e03c22	750	67
RefDiff	j2objc	fa3e6fa02dadc675f0d487a15cd842b3ac4a0c11	110	4
RefDiff	tomahawk-android	56c273ee11296288cb15320c3de781b94a1e8eb4	328	26
RefDiff	deeplearning4j	91cdfa1ffd937a4cb01cdc0052874ef7831955e2	94	6
RefDiff	closure-compiler	b9a17665b158955ad28ef7f50cc0a8585460f053	1031	20
RefDiff	spring-framework	ef0eb01f93d6c485cf37692fd193833a6821272a	109	6
RefDiff	hive	b8d2140fe4faccadcf1a6343ec8cd0cc58c315f9	94	2
RefDiff	intellij-community	ce5f9ff96e2718e4014655f819314ac2ac4bd8bf	344	16
RefDiff	Signal-Android	c4a37e38aba926c2bef27e4fc00e3a4848ce46bd	281	21
RefDiff	Signal-Android	f0b2cc559026871c1b4d8e008666afb590553004	110	5
RefDiff	android-demos	5cdabae35f0642e9fe243afe12e4c16b3378a150	93	6
RefDiff	nutz	de7efe40dad0f4bb900c4fffa80ed377745532b3	94	2
RefDiff	Conversations	bdc9f9a44f337ab595a3570833dc6a0558df904c	265	10
RefDiff	bitcoinj	95bfa40630e34f6f369e0055d9f37f49bca60247	141	2
RefDiff	retrolambda	46b0d84de9c309bca48a99e572e6611693ed5236	125	10
RefDiff	reactor	669b96c8aa4ed5134617932118de563bd4c34066	281	31
RefDiff	checkstyle	a07cae0aca9f9072256b3a5fd05779e8d69b9748	78	8
RefDiff	cassandra	f283ed29814403bde6350a2598cdd6e2c8b983d5	359	8
RefDiff	MPS	7b5622d41537315710b6fd57b2739a3a64698375	203	7
RefDiff	crate	563d281b61e9f8748858e911eaa810e981f1e953	344	18
RefDiff	alluxio	b0938501f1014cf663e33b44ed5bb9b24d19a358	78	4
RefDiff	gwt	e0dda9f61b7c409944c4734edf75b108e0288f59	78	3
RefDiff	cas	7fb0d1ce3b6583013e81ac05eb9afb15d20eab7f	63	4
RefDiff	facebook-android-sdk	19d1936c3b07d97d88646aeae30de747715e3248	906	57
RefDiff	hive	f664789737d516ac664462732664121acc111a1e	94	4
RefDiff	Singularity	944aea445051891280a8ab7fbbd514c19646f1ab	172	6
RefDiff	android_frameworks_base	910397f2390d6821a006991ed6035c76cbc74897	1656	32
RefDiff	intellij-community	e1625136ba12907696ef4c6e922ce073293f3a2c	141	2
RefDiff	openhab1-addons	cf1efb6d27a4037cdbe5a780afa6053859a60d4a	94	4
RefDiff	hazelcast	69dd55c93fc99c5f7a1e2c21f10e671e311be49e	328	47
RefDiff	auto	8967e7c33c59e1336e1e3b4671293ced5697fca6	156	6
RefDiff	auto	8fc60d81fe0e46e7e5c96e71d4a93fcadc6bde4f	78	2
RefDiff	helios	da39bfeb9c370abe2d86e6e327fade252434090d	78	4
RefDiff	Conversations	925801c14e7500313069b2bc04abd066798a881c	94	6
RefDiff	thymeleaf	378ba37750a9cb1b19a6db434dfa59308f721ea6	78	2
RefDiff	thymeleaf	aed371dac5e1248880e869930c636994c3d0f8dc	78	5
